Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Storage Type
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,51841.44,SSD
Acer,Notebook,15.6,1366x768 HD Ready,AMD A9-Series 9420 3GHz,6,1 ,AMD Radeon R5,Windows 10,21791.52,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,63499.10399999999,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,63669.6,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,65480.5872,SSD
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,71874.72,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,39533.76,Other
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,91908.0,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,56633.976,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,53839.9728,SSD
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256,Intel HD Graphics 520,Windows 10,45128.16,SSD
Vero,Notebook,14.0,1366x768 HD Ready,Intel Atom X5-Z8350 1.44GHz,2,32 ,Intel HD Graphics 400,Windows 10,11231.424,Other
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256,Nvidia GeForce 930M,Windows 10,75924.0,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,55922.688,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,53280.0,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256 +  500 ,Intel HD Graphics 520,Windows 10,112065.9552,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,78268.31999999999,SSD
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256 +  1 ,Nvidia GeForce GTX 980M,Windows 10,82351.6992,SSD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 980M,Windows 10,122010.66719999998,SSD
Asus,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,16 ,Intel HD Graphics 400,Chrome OS,15339.311999999998,Other
Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256,Intel HD Graphics 520,Windows 7,139593.6,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 940MX,Windows 10,52161.12,Other
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,58288.32,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,52161.12,SSD
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1,Intel HD Graphics 620,Windows 10,120093.12,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,37570.392,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,No OS,26586.72,Other
Acer,Notebook,15.6,1366x768 HD Ready,AMD A8-Series 7410 2.2GHz,8,1 ,AMD Radeon R5,Windows 10,23922.72,Other
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256,Intel HD Graphics 620,Windows 10,69210.72,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,96916.32,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,57009.6,SSD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1 ,Nvidia GeForce GTX 965M,No OS,53173.44,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1 ,Intel HD Graphics,Windows 10,29783.52,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2 ,AMD Radeon R7 M445,Windows 10,52746.6672,Other
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,102777.12,SSD
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,77682.23999999999,SSD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1,Nvidia GeForce GTX 980 ,Windows 10,211788.0,SSD
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,42517.9728,SSD
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 970M,Windows 10,70809.12,SSD
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256 ,Intel HD Graphics 515,Mac OS X,69264.0,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,25679.8944,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,63882.72,Other
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,63882.72,SSD
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,58075.2,SSD
Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,91294.7472,SSD
Lenovo,Notebook,17.3,1600x900 HD,Intel Core i5 6200U 2.3GHz,8,1.0 ,AMD Radeon R5 M330,Windows 10,35111.52,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1 ,Nvidia GeForce GTX 950M,Windows 10,52054.56,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,133146.72,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,28771.2,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 7,50083.2,Other
Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,74538.72,SSD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512 +  1.0 ,Nvidia GeForce GTX 980M,Windows 10,172627.19999999998,SSD
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 ,Intel HD Graphics 400,Windows 10,34433.2656,Other
HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,109170.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,39960.0,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 7,54931.14719999999,Other
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,AMD FirePro W4190M,Windows 7,79653.59999999999,SSD
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,180,Intel HD Graphics 520,Windows 7,63882.72,SSD
HP,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32 ,Intel HD Graphics 515,Chrome OS,32767.2,Other
Acer,Notebook,15.6,1366x768 HD Ready,AMD A8-Series 7410 2.2GHz,4,500 ,AMD Radeon R5,Windows 10,20619.36,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3700 1.6GHz,4,500 ,Intel HD Graphics,Linux,20965.1472,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,1 ,Intel HD Graphics 520,No OS,18434.3472,Other
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,85194.72,SSD
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows 10,43601.688,SSD
HP,Netbook,12.5,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,85194.72,SSD
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 +  1 ,Nvidia GeForce GTX 950M,Windows 10,42570.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1 ,AMD Radeon R7 M445,Windows 10,34035.264,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia GeForce GTX 965M,Windows 10,85194.72,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,4,1 ,Intel HD Graphics 405,Windows 10,26640.0,Other
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 980M,Windows 10,122490.72,SSD
Dell,Ultrabook,12.5,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 7,60480.792,Other
Dell,Ultrabook,12.5,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,62176.1616,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core 3205U 1.5GHz,4,16,Intel HD Graphics,Chrome OS,11135.52,SSD
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1 ,AMD FirePro W6150M,Windows 7,154458.72,Other
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,63882.72,SSD
Dell,Ultrabook,12.5,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,75289.968,SSD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,80516.20319999999,SSD
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,46193.76,SSD
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1 ,AMD Radeon R4,Windows 10,21205.44,Other
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,71341.92,SSD
HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256,Intel HD Graphics 515,Windows 10,90522.72,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,AMD Radeon R5 M315,Windows 7,40980.312,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Windows 10,22857.12,SSD
HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,104908.32,SSD
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 ,Intel HD Graphics 400,Android,29250.72,Other
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256,Intel Iris Plus Graphics 640,Windows 10,73473.12,SSD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256 +  1.0 ,Nvidia GeForce GTX 980M,Windows 10,146519.46719999998,SSD
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,54825.12,SSD
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,118601.28,SSD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,69929.4672,SSD
Vero,Notebook,13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32 ,Intel HD Graphics 400,Windows 10,10442.88,Other
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,90043.2,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,80612.64,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Linux,27899.0064,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,1 ,Intel HD Graphics 620,Windows 10,23176.8,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,88924.31999999999,SSD
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 ,Intel HD Graphics 400,Windows 10,25521.12,Other
HP,Ultrabook,12.5,1366x768 HD Ready,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,100965.6,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,No OS,52693.92,SSD
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,60153.12,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,8,2 ,Intel HD Graphics 620,Windows 10,33513.119999999995,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512,Nvidia Quadro M500M,Windows 7,109244.2464,SSD
Asus,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,14811.84,Other
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,40066.56,SSD
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1 ,Nvidia GeForce 940MX,Windows 10,32820.48,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1.0 ,AMD Radeon R7 M360,Windows 10,58554.72,Other
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M3000M,Windows 7,210424.032,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,1 ,AMD Radeon R7 M445,Windows 10,41771.52,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256 +  1 ,Nvidia GeForce GTX 980M,Windows 10,127818.72,SSD
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 7,115709.2416,SSD
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows 10,130003.2,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,60888.384,SSD
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,86793.12,SSD
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,118761.12,SSD
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440 QHD,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,95850.72,SSD
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,101178.72,SSD
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256,Intel HD Graphics 520,Windows 7,122381.49599999998,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows 10,53807.472,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,84129.12,SSD
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,124621.92,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,Intel HD Graphics 520,No OS,18061.92,Other
HP,Notebook,15.6,1366x768 HD Ready,AMD E-Series 7110 1.8GHz,4,500 ,AMD Radeon R2 Graphics,Windows 10,15824.16,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1 ,AMD Radeon R5 M330,No OS,31914.72,Other
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia GeForce GTX 1050Ti,Windows 10,63882.72,Other
Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256,Nvidia GeForce 960M,Windows 10,119916.2304,SSD
HP,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256,AMD Radeon 520,Windows 10,25515.2592,SSD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,79536.38399999999,SSD
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,512,Intel HD Graphics 520,Windows 7,122490.72,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1.0 ,AMD Radeon R5 M330,Windows 10,42010.7472,Other
HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440 QHD,Intel Core i7 6600U 2.6GHz,8,512,Intel HD Graphics 520,Windows 10,108744.48,SSD
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 7,79866.72,SSD
MSI,Gaming,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 970M,Windows 10,94252.32,SSD
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,47898.72,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,8,1 ,Intel HD Graphics 520,Windows 10,24455.52,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,No OS,25414.0272,Other
Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,79813.44,SSD
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,74059.2,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1 ,Nvidia GeForce 920MX ,Windows 10,24935.04,Other
HP,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Windows 10,13266.72,Other
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,44701.92,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,36177.12,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows 10,61751.52,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,19660.32,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,No OS,21205.44,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 940MX,No OS,37775.52,Other
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows 10,40972.32,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1.0 ,Intel HD Graphics 520,Windows 7,43956.0,Other
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512,Nvidia GeForce GTX 960,Windows 10,69530.4,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 970M,Windows 10,114731.5536,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,34632.0,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,87219.36,SSD
Lenovo,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256,Nvidia GeForce 920M,Windows 10,44275.68,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GT 940MX,Linux,47686.1328,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 2GHz,4,500 ,Intel HD Graphics 500,Windows 10,17742.239999999998,Other
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6,1 ,Nvidia GeForce GTX 960M,Windows 10,42570.72,Other
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256 +  1 ,Nvidia GeForce GTX 960M,Windows 10,48431.52,SSD
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,62817.12,SSD
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Nvidia GeForce 940MX,Windows 10,36816.48,SSD
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Linux,58554.72,SSD
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,138474.72,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,43636.32,Other
Samsung,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4,32 ,ARM Mali T860 MP4,Chrome OS,35111.52,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,25840.8,Other
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256 ,Intel HD Graphics 5300,Mac OS X,61964.64,Other
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,63882.72,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,70702.56,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,1 ,AMD Radeon R5 M430,No OS,19607.04,Other
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512 +  1 ,Nvidia GeForce GTX 980M,Windows 10,114552.0,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 2GHz,4,1 ,Intel HD Graphics 500,Linux,14492.16,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,109165.392,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,128,AMD Radeon R7 M440,Windows 10,26586.72,SSD
